date_of_extract,post_text,Post ID,Page ID,Page name,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Link Clicks,Negative feedback from users: Hide all,Negative feedback from users: Hide,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,source_file,Impressions,Negative feedback from users,Unique negative feedback from users,Unique negative feedback from users: Hide all,Unique negative feedback from users: Hide,"3-second video views by top audience (F, 35-44)","3-second video views by top audience (F, 45-54)","3-second video views by top audience (F, 55-64)","3-second video views by top audience (F, 65+)","3-second video views by top audience (F, 25-34)","3-second video views by top audience (F, 18-24)","3-second video views by top audience (M, 45-54)","3-second video views by top audience (M, 35-44)","3-second video views by top audience (M, 65+)","3-second video views by top audience (M, 55-64)","3-second video views by top audience (M, 25-34)",3-second video views by country (United States (US)),3-second video views by country (Canada (CA)),3-second video views by country (Mexico (MX)),3-second video views by country (Australia (AU)),3-second video views by country (British Virgin Islands (VG)),3-second video views by country (South Korea (KR)),3-second video views by country (Greece (GR)),3-second video views by country (Taiwan (TW)),3-second video views by country (Spain (ES)),3-second video views by country (Germany (DE)),3-second video views by country (Kenya (KE)),3-second video views by country (Thailand (TH)),3-second video views by country (Lebanon (LB)),3-second video views by country (India (IN)),3-second video views by country (Montenegro (ME)),3-second video views by country (Portugal (PT)),3-second video views by country (Malawi (MW)),3-second video views by country (Pakistan (PK)),3-second video views by country (Philippines (PH)),3-second video views by country (Sweden (SE)),"3-second video views by top audience (M, 18-24)",3-second video views by country (United Kingdom (GB)),3-second video views by country (Puerto Rico (PR)),3-second video views by country (Japan (JP)),3-second video views by country (Romania (RO)),3-second video views by country (Netherlands (NL)),3-second video views by country (Nigeria (NG)),3-second video views by country (Turkey (TR)),3-second video views by country (Italy (IT)),3-second video views by country (New Zealand (NZ)),3-second video views by country (Singapore (SG)),3-second video views by country (Argentina (AR)),3-second video views by country (Ukraine (UA)),3-second video views by country (Fiji (FJ)),3-second video views by country (Poland (PL)),3-second video views by country (Nepal (NP)),3-second video views by country (Austria (AT)),3-second video views by country (Vietnam (VN)),3-second video views by country (Peru (PE)),3-second video views by country (Switzerland (CH)),3-second video views by country (Israel (IL)),3-second video views by country (Ireland (IE)),3-second video views by country (Malaysia (MY)),3-second video views by country (South Africa (ZA)),3-second video views by country (Saudi Arabia (SA)),3-second video views by country (Macedonia (MK)),3-second video views by country (Costa Rica (CR)),3-second video views by country (Guernsey (GG)),3-second video views by country (Cyprus (CY)),3-second video views by country (American Samoa (AS)),3-second video views by country (Jamaica (JM)),3-second video views by country (Norway (NO)),3-second video views by country (Serbia (RS)),3-second video views by country (Brazil (BR)),3-second video views by country (United Arab Emirates (AE)),3-second video views by country (Georgia (GE)),3-second video views by country (Hungary (HU))
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,Meet CEC's Partner of the Month: American Printing,1115580620616471,100064936292137,Council for Exceptional Children,NA,0,05/02/2025 06:50,N/A,https://www.facebook.com/cechq/posts/pfbid02WQ18gsiPgVmR9LPuw74ZVLGPgwtwxvVMUwNxwd2PRj2bZPu5xDVXXfZU4fyKCLL7l,0,0,Photos,NA,NA,NA,NA,Lifetime,2286,1639,25,20,2,3,20,18,1,1,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,Six instructional recommendations can be used to d,1114748044033062,100064936292137,Council for Exceptional Children,NA,0,05/01/2025 06:00,N/A,https://www.facebook.com/cechq/posts/pfbid0i9UWrkAE8rZRymVgupQV4kbjEs4QvHceLcuzyTbsATecB31WKLRd3dGd5qtdUHHHl,0,0,Text,NA,NA,NA,NA,Lifetime,6995,5170,67,53,1,13,373,183,NA,190,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,May is Asian American and Pacific Islander Heritag,1114043314103535,100064936292137,Council for Exceptional Children,NA,0,04/30/2025 08:21,N/A,https://www.facebook.com/cechq/posts/pfbid02hekYGz8EhvNnnJdUnPJtffWqQ6cfmEb24pfhgpwDVQUzhw9sVuDD37MDD8AxjKmEl,0,0,Photos,NA,NA,NA,NA,Lifetime,3315,2457,33,25,0,8,13,3,10,NA,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,Join CEC and Childhood Victories for this importan,1113991750775358,100064936292137,Council for Exceptional Children,NA,0,04/30/2025 07:02,N/A,https://www.facebook.com/cechq/posts/pfbid02gw9Es1DCqSPxz27zDBQ3KCzirMynHNeNJHWDiiATrx71JuDsBbLDdymEPJK8DK5Al,0,0,Photos,NA,NA,NA,NA,Lifetime,1802,1349,11,7,0,4,10,3,2,5,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,Four interconnected domains of math practices can ,1113384714169395,100064936292137,Council for Exceptional Children,NA,0,04/29/2025 12:00,N/A,https://www.facebook.com/cechq/posts/pfbid02uyXpAgWGiwEPNWL1UfJ3jvKXVpexYgTnGeWDZmH17j9mMEYyv2SfiSFmBAz9R1s1l,0,0,Photos,NA,NA,NA,NA,Lifetime,3371,2454,39,27,1,11,57,23,12,22,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,A program that supports infants and toddlers with ,1113354684172398,100064936292137,Council for Exceptional Children,NA,0,04/29/2025 11:01,N/A,https://www.facebook.com/cechq/posts/pfbid0srEaT6Jt2X2JJyHKsGvX1EYRBYk2TnSTWvbYhg5qhjRYNwsPFG2EnE5i3MGNXEHxl,0,0,Photos,NA,NA,NA,NA,Lifetime,3228,2240,60,42,0,18,90,39,7,44,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,Teacher Appreciation Week is right around the corn,1112576007583599,100064936292137,Council for Exceptional Children,NA,0,04/28/2025 11:02,N/A,https://www.facebook.com/cechq/posts/pfbid02whMEcghBQuNh1ykT31qPb9B9nEEXHzn4yQjXfVBEDaQkKcdCfvpBwpxKZQHqFwjJl,0,0,Photos,NA,NA,NA,NA,Lifetime,2575,1813,16,13,1,2,24,17,3,4,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,"As students move into the intermediate grades, the",1112451827596017,100064936292137,Council for Exceptional Children,NA,0,04/28/2025 07:33,N/A,https://www.facebook.com/cechq/posts/pfbid02RhR1D1tvU85igwuRWQTi4m5vMbjBXeLh3itJBqb2L8d2t66hzbLGaWPkKFSVUH53l,0,0,Photos,NA,NA,NA,NA,Lifetime,3756,2734,32,19,1,12,51,33,4,14,1,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,"Much of her work focuses on urban education, gifte",1110118401162693,100064936292137,Council for Exceptional Children,NA,0,04/25/2025 11:02,N/A,https://www.facebook.com/cechq/posts/pfbid0e7ezqbdefFGNLcL4rV6wFLGnZ7CU9T4ZgtrSMePrpNwxAm64wimCswPfh5cmcBezl,0,0,Photos,NA,NA,NA,NA,Lifetime,2492,1779,31,26,4,1,31,19,12,NA,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,Join CEC and the Center on PBIS for this exciting ,1109968617844338,100064936292137,Council for Exceptional Children,NA,0,04/25/2025 07:39,N/A,https://www.facebook.com/cechq/posts/pfbid034GGuGprBQe6s5tGAcvzwQMwBuEQZwb2hXnU5sAC6vR8ftvuarXLcn4ttJcPcawFkl,0,0,Photos,NA,NA,NA,NA,Lifetime,2208,1588,17,13,0,4,23,9,4,10,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,"Join CEC and CASE in Washington, D.C., for the Spe",1109270307914169,100064936292137,Council for Exceptional Children,NA,0,04/24/2025 13:01,N/A,https://www.facebook.com/cechq/posts/pfbid02RZYweRZ9dQuYxsfRtbt56DYUXxoP81noLtEMCGn9M1t82ow5eFStKetpseTsNms3l,0,0,Photos,NA,NA,NA,NA,Lifetime,1908,1366,11,10,1,0,31,12,5,14,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,General Heuristic Instruction can help students wi,1109010987940101,100064936292137,Council for Exceptional Children,NA,0,04/24/2025 06:00,N/A,https://www.facebook.com/cechq/posts/pfbid0GsDjKj65r66LrXphYLRxaBRee1TUppCo35L7Lmqe4xGKQn4rxByXJiwacqN5N4JPl,0,0,Photos,NA,NA,NA,NA,Lifetime,4596,3274,49,34,0,15,60,24,25,11,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,How should students with individual education prog,1108137818027418,100064936292137,Council for Exceptional Children,NA,0,04/23/2025 07:02,N/A,https://www.facebook.com/cechq/posts/pfbid0344NT7VweNnmCdYwcv82W5GAbncgzRkXFgPGiNdhZU8VaVoccPjHbVkThm8KeTXUKl,0,0,Photos,NA,NA,NA,NA,Lifetime,3716,2594,43,32,0,11,61,25,5,31,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,"Join us and Let's Go Learn, Inc and learn the basi",1107538704753996,100064936292137,Council for Exceptional Children,NA,0,04/22/2025 15:01,N/A,https://www.facebook.com/cechq/posts/pfbid0b21HZSjVLDWgDb1vTDzgsG2E8dMwikoDtJ6eFc7ihkhXhMyTCHbbNj6MNQxCMJ7Yl,0,0,Photos,NA,NA,NA,NA,Lifetime,2126,1582,13,11,0,2,26,13,2,11,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,There are ways to change and individualize instruc,1107453564762510,100064936292137,Council for Exceptional Children,NA,0,04/22/2025 12:00,N/A,https://www.facebook.com/cechq/posts/pfbid02gjg9fixsMiAXWsVhDen9grsJvLvkC5Lw7pXTizvJumXa2NKP98U38QNwA2w6zvRwl,0,0,Text,NA,NA,NA,NA,Lifetime,3809,2765,18,15,0,3,136,67,NA,69,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,Are you passionate about special education and rea,1107281278113072,100064936292137,Council for Exceptional Children,NA,0,04/22/2025 07:15,N/A,https://www.facebook.com/cechq/posts/pfbid02htWfwkrwX6gnnZNGxDb4wGi1sf62XJ21XHt98MY27kukZm4ZemdPWojKjaXXh9ATl,0,0,Photos,NA,NA,NA,NA,Lifetime,4645,3006,42,28,5,9,171,110,12,49,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,Join CEC and Childhood Victories for this importan,1106731154834751,100064936292137,Council for Exceptional Children,NA,0,04/21/2025 15:48,N/A,https://www.facebook.com/cechq/posts/pfbid02KXKBZEUpWFwXcRDCNvAGDzPi8hQjGxeynPdkQzZQTcqeo3UWDKCzLYsYBwrBowLHl,0,0,Photos,NA,NA,NA,NA,Lifetime,1522,1110,4,3,0,1,7,3,2,2,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,"💙 Happy Volunteer Appreciation Week!
CEC extends a",1106526934855173,100064936292137,Council for Exceptional Children,"💙 Happy Volunteer Appreciation Week!
CEC extends a heartfelt thank you to all our incredible volunteers. Your time, talent, and dedication help us carry out our mission to support special educators and advance the field of special education.

We couldn’t do it without you! 🙌",234,04/21/2025 09:02,auto,https://www.facebook.com/cechq/videos/2640010579537867/,0,0,Videos,NA,NA,NA,NA,Lifetime,771,795,12,10,0,2,1,1,NA,NA,NA,NA,2489.762,3.443,0,0,0,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,"Students with disabilities, like Kellen, are spend",1104294201745113,100064936292137,Council for Exceptional Children,NA,0,04/18/2025 12:30,N/A,https://www.facebook.com/cechq/posts/pfbid032Xh6Gw6eY8guqiD6ZphXYMYFDgBS5wRzxq3s73kepyrifGVzLAqwUMXrUDeP7yoLl,0,0,Photos,NA,NA,NA,NA,Lifetime,6704,4921,76,59,9,8,129,76,20,33,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,CEC’s Division on Autism and Developmental Disabil,1104213168419883,100064936292137,Council for Exceptional Children,NA,0,04/18/2025 10:07,N/A,https://www.facebook.com/cechq/posts/pfbid02Q96ddQjJi5s5Y8GdXnXxsCp41TX59RtkNrj4BCopb4GGuzSKEygbdQs36HCTtQ6Fl,0,0,Links,NA,NA,NA,NA,Lifetime,22126,12424,885,659,45,181,1330,664,NA,666,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,Check out CEC's Partner of the Month: The Stepping,1104139411760592,100064936292137,Council for Exceptional Children,NA,0,04/18/2025 08:32,N/A,https://www.facebook.com/cechq/posts/pfbid035U4RT6V4o2fAq2njXAyZd3pq2hvZPKLHJSsbbY5a5Xh6rXXp5EvQC1hz4Y8CMK5fl,0,0,Photos,NA,NA,NA,NA,Lifetime,1936,1316,3,3,0,0,11,7,1,3,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,Intensifying and individualizing instruction for s,1103468725160994,100064936292137,Council for Exceptional Children,NA,0,04/17/2025 12:00,N/A,https://www.facebook.com/cechq/posts/pfbid02nGkf7ZtGmKsj2khW7sc1DcAWttwqA5Pxi3GabfMWejKjrgaQBKVXN1k5tnjHP46Kl,0,0,Photos,NA,NA,NA,NA,Lifetime,4584,3117,36,26,0,10,87,28,44,15,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,Do you know an incredible special educator or spec,1103291741845359,100064936292137,Council for Exceptional Children,NA,0,04/17/2025 07:24,N/A,https://www.facebook.com/cechq/posts/pfbid02XMhZvEdT9cKbcp8KvTK86ShqxS8sXonFbho4iZJNvuXj7onRW4Jxxgu7TyfYG2VTl,0,0,Photos,NA,NA,NA,NA,Lifetime,5976,3764,70,38,15,17,227,130,25,72,1,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,"Join us on May 2, 2025, for a live workshop led by",1102410341933499,100064936292137,Council for Exceptional Children,NA,0,04/16/2025 07:19,N/A,https://www.facebook.com/cechq/posts/pfbid02549J5w6av1DPngkQN2jqPzJvqF3pmUjC1xbCSpBAC1wy3sGMoyJay428QoAkRHebl,0,0,Photos,NA,NA,NA,NA,Lifetime,1141,803,1,1,0,0,7,2,2,3,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-13-Feb-24-2025_May-13-2025_670368465906506,Are you passionate about special education and rea,1101640672010466,100064936292137,Council for Exceptional Children,NA,0,04/15/2025 11:01,N/A,https://www.facebook.com/cechq/posts/pfbid0VqgGr7DGKDG19hhpnG5HVhCqYFc9onYnjyw3LZEXjPWCWNRZSV5nqnFG93JoJPs1l,0,0,Photos,NA,NA,NA,NA,Lifetime,1868,1333,10,9,0,1,28,15,5,8,NA,NA,NA,NA,NA,NA,NA,2025-05-13-Feb-24-2025_May-13-2025_670368465906506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
